btc_obv_1,btc_sma5_1,btc_bias6_1,btc_psy12_1,btc_asy5_1,btc_asy4_1,btc_asy3_1,btc_asy2_1,btc_asy1_1,btc_open_0,btc_low_7,btc_open_30,btc_low_30,btc_close_30,trfee_value_30,sp500_close_30,google_trend_3,wikipedia_trend_2,wikipedia_trend_3,class_y0
408153.37015628,635.722,635.1183333333,41.6666666667,0.0912328252,0.0015748776,-0.3145268895,0.3611493404,-0.3537099968,634.99,609,621.6745376344,598.775827957,622.9960860215,14.1493860556,1856.6703225807,49,13037,19513,0
398988.28219542,632.954,633.2866666667,41.6666666667,-0.4407611146,-0.788421438,-0.4959354675,-1.2819075401,-2.2101050835,622.97,614.17,622.8462580645,600.7945376344,623.3411182796,14.1595968649,1857.0764516129,49,12204,13037,0
384080.48454882,627.152,629.4616666667,41.6666666667,-0.9262554982,-0.7413495354,-1.3471356064,-1.8438484112,-1.477591739,613.84,628.8,623.318516129,601.0057634409,623.1730752688,13.9159881719,1858.2723655914,49,18270,12204,0
377000.56738811,623.308,624.4933333333,41.6666666667,-0.6192405215,-1.0430528213,-1.2728337628,-0.8041981025,-0.130804466,610.01,632,623.2724086022,602.116516129,622.9727741935,13.7900005074,1858.6817204301,49,18328,18270,0
366093.90210811,613.456,617.42,41.6666666667,-1.6090683398,-1.9229079256,-1.8271755396,-2.0019674399,-3.8731304138,585.6,625.29,622.9946021505,601.5313333333,621.3227096774,13.7457903526,1859.9446236559,49,16598,18328,0
343675.72926521,600.458,606.2133333333,33.3333333333,-2.1594577982,-2.1467959768,-2.3698640561,-3.4893938512,-3.1056572886,569.99,625.32,621.1928172043,599.5515913979,618.5980645161,13.8131354818,1862.3908602151,49,21017,16598,0
330061.43103091,589.298,594.6,33.3333333333,-1.8826789331,-1.9839507316,-2.6016661535,-1.9659340234,-0.8262107582,564.31,629.02,618.4744731183,596.7352903226,615.6848387097,13.8483955098,1864.6912903226,40,35209,21017,0
323962.67979049,579.098,584.5816666667,25,-1.7402275398,-2.1425833082,-1.5657342731,-0.7957727653,-0.7653347724,558.22,619.46,615.5036989247,594.9772688172,612.4861290323,13.8705054512,1866.8690322581,40,18444,35209,1
337636.73973259,574.056,580.2466666667,25,-0.8424302653,-0.0847552282,0.9222121252,1.7964235669,4.3581819062,585.9,591.13,612.1347526882,592.5333763441,610.9434408602,13.7629279443,1866.0939784946,40,14978,18444,0
329529.35753088,573.214,575.675,16.6666666667,-0.1437172815,0.5967677202,1.0710938797,1.9893082058,-0.3795654947,583.77,605.11,610.6013548387,591.5323870968,609.3110537634,13.7876232822,1865.9151612903,40,16444,14978,0
319218.99496708,575.512,574.5933333333,16.6666666667,0.3991482816,0.7054880415,1.1957623128,-0.3854474839,-0.3913294732,581.48,578.66,608.9840215054,590.3488602151,607.588172043,13.8820426042,1864.6019354839,40,20792,16444,0
270013.03864328,557.45,558.76,8.3333333333,-3.4811889842,-4.1601525372,-6.9995973517,-10.3096132802,-20.2278970872,475,556,607.2751397849,582.6750537634,598.8960430108,13.8547411223,1863.1672043011,40,26670,20792,1
304973.09422118,545.652,548.21,16.6666666667,-2.2220173142,-3.8670671193,-5.0295676609,-7.3486867547,5.5305235777,502.01,541,598.5976774194,575.0010322581,592.0755268817,13.7742994252,1862.39,40,19029,26670,0
297526.53595666,526.852,536.7083333333,16.6666666667,-3.49688667,-4.2762169639,-5.5711794608,1.7571793524,-2.016164873,491.99,556.74,591.7904086022,568.6642150538,584.7875483871,13.5140331184,1861.594516129,22,15466,19029,0
266089.49052176,502.098,515.71,16.6666666667,-4.7656116031,-5.8591821356,-1.0696104851,-4.3696775164,-6.7231901599,460,547,584.5156774194,559.2201935484,575.6314193548,13.3165395018,1860.8065591398,22,10666,15466,0
245102.83956186,476.766,494.22,16.6666666667,-4.9134010429,-1.0847770318,-3.289877235,-3.926733416,-1.1302766722,454.81,568.86,575.3764516129,550.1310107527,566.3393548387,13.2062038794,1860.9368817204,22,11798,10666,1
268007.64742196,477.562,477.135,25,0.166880777,-1.1740299232,-0.8933182732,2.0216176701,5.1735120124,478.98,565,566.0998064516,542.1562365591,558.8476129032,13.1408148043,1861.9069892473,22,18816,11798,0
233528.98136966,464.96,471.135,25,-2.6824125347,-2.8489744502,-1.5575692136,-1.7712154843,-8.7159429811,438.9,466.1,558.6247741935,532.9766451613,548.964172043,13.107273448,1863.1722580645,22,15652,18816,1
260473.95867476,456.768,462.6383333333,33.3333333333,-1.7384906989,-0.4923158336,-0.2796622208,-3.0062493374,2.7034443062,451.03,468.3,548.7497419355,523.1848387097,540.370172043,13.0986716726,1864.3515053764,22,17688,15652,1
276173.26884476,455.208,456.0066666667,41.6666666667,-0.3420385928,-0.1449790729,-1.9178094347,1.4812573384,0.2590703706,450,486.97,540.1708172043,514.8066451613,532.3290107527,13.112319035,1864.0221505376,22,21833,17688,1
282640.58678064,457.202,456.8066666667,41.6666666667,0.4336696555,-0.7512909337,1.9035930821,1.50366747,2.7482645694,464.8,436,532.0033763441,507.5801290323,525.5691182796,13.034857925,1863.7196774194,19,18836,21833,0
277356.73840302,452.66,457.0466666667,41.6666666667,-0.9714820667,0.9646331619,0.3850294472,0.4480089854,-1.8522465985,459.97,438,525.2617419355,501.3799569892,518.6992688172,12.7704032053,1863.4521505376,19,12088,18836,0
269937.49046619,454.282,451.735,41.6666666667,0.3661047255,-0.2182301697,-0.3773303498,-1.9401278093,-2.0280090202,447.11,452.04,518.6488602151,495.2598924731,511.6180645161,12.8202828885,1861.8039784946,19,8585,12088,1
275781.91293959,454.79,454.1633333333,50,0.1123151305,0.0756263204,-0.8152530959,-0.2967563446,1.4344963309,453.57,430,511.5779569892,489.496172043,505.3254408602,12.9450005474,1860.6934408602,19,11701,8585,0
267775.30886919,452.688,452.6066666667,41.6666666667,-0.470325626,-1.2749731748,-1.0825487002,-0.6098185403,-2.6541334115,441.69,416.11,505.2956774194,483.564688172,498.6672903226,12.9458143463,1860.9280645161,19,12165,11701,0
218061.46441569,432.352,437.76,41.6666666667,-4.9374769478,-5.7087845351,-6.9357097068,-11.1208127256,-19.5874920397,363.1,430.77,498.6444301075,472.8065806452,487.3437634409,13.4668794033,1858.7540860215,19,16313,12165,1
260186.21019009,425.698,430.7933333333,50,-1.5142512101,-1.3858117576,-2.3259144538,-2.161804975,15.2638820898,423,441.25,487.3235698925,461.4532043011,480.4619139785,13.5409786117,1855.6784946237,19,13714,16313,1
270995.26225449,420.96,425.3183333333,58.3333333333,-1.0888011022,-1.7196254605,-1.4081228102,7.6815618046,0.0992415195,424.91,450.2,480.4449032258,455.4910322581,474.0629677419,13.320744316,1852.7233333333,19,12052,13714,0
259977.37734979,413.506,420.1833333333,50,-1.7148691692,-1.4800531086,4.5557598684,-0.7983012423,-1.695844004,416.29,446,474.1452688172,448.9298924731,467.6726021505,13.0716690364,1849.8434408602,19,8570,12052,1
293618.05220619,416.868,421.005,58.3333333333,0.747040263,5.8306733387,2.6862704217,3.9797848728,9.6554137496,459.99,446.24,467.7542580645,443.5587096774,464.4652903226,13.1609892097,1847.8468817204,19,9081,8570,1
326240.12952099,448.444,434.2233333333,58.3333333333,7.2203336721,5.2094465677,6.9128482504,11.2171943776,12.7789750057,523.1,438.08,464.6443225806,441.5684301075,465.6746236559,13.3742977478,1846.8513978495,19,18614,9081,1
356950.59963829,469.844,462.0366666667,58.3333333333,4.51009655,5.6128103076,8.0490284115,7.2458357425,1.7126964793,529.26,357.57,465.9879139785,442.5924731183,467.7097419355,13.4850841855,1846.711827957,19,11884,18614,0
336897.89764019,485.178,474.885,50,3.3284697597,4.5845482006,2.8942596843,-2.0480979765,-5.8088924322,500.09,339.79,467.9695483871,443.0869247312,468.0111182796,13.6117401605,1846.9217204301,19,15873,11884,0
325755.05787419,498.54,484.8333333333,50,2.9767643359,1.3071019824,-2.516855692,-4.6316317776,-3.454371123,482.1,413.72,468.2707741935,443.0665376344,467.4576774194,13.5244439255,1847.1590322581,19,14818,15873,1
336023.79082199,507.6,499.4166666667,58.3333333333,1.8843814444,-0.8392669459,-1.6899214209,0.3695640847,4.1934992924,505.18,397.16,467.6559784946,443.518,468.5145376344,13.5145478422,1847.4001075269,16,9270,14818,0
330225.21062477,503.4,506.3333333333,50,-0.8228388666,-1.4567227031,-0.0059994601,1.7181863714,-0.7571265496,501.07,408,468.8052903226,445.4996774194,469.5072688172,13.3428758746,1847.6750537634,16,9070,9270,0
321848.15381534,496.748,502.29,50,-1.2962051233,-0.1680332961,0.9274126462,-0.705630677,-0.6541348043,497.98,453.16,469.8623870968,447.4232903226,470.4402150538,13.233500754,1848.4452688172,16,7261,9070,0
313326.68833491,494.73,495.6233333333,50,-0.4076538224,0.3540255028,-0.9257990938,-1.0101353659,-1.3661359274,490,494.02,470.868344086,449.1469032258,471.0857849462,13.3759194843,1849.8903225807,16,9974,7261,1
319022.69739759,496.508,494.275,50,0.36468691,-0.5925161857,-0.5376460643,-0.4794016943,0.4073325388,491.94,481.63,471.5021075269,450.9863010753,472.0130752688,13.4431220239,1851.3123655914,16,11402,9974,1
326975.47088628,496.188,497.4566666667,50,-0.0636183439,0.1097587075,0.3643898782,1.2296527809,2.0519730231,502.15,470,472.4077419355,452.6624516129,473.8005591398,13.5000337371,1852.6838709678,16,10486,11402,0
293558.50787808,489.492,491.2433333333,50,-1.386144132,-1.5691464639,-1.6368166427,-2.6588912335,-7.3697554901,466.71,472.81,474.1741505376,451.8232473118,473.4615268817,13.5715260339,1853.1870967742,16,9806,10486,0
284746.38777863,481.944,484.41,41.6666666667,-1.5803308064,-1.6338795261,-2.3142835477,-4.4974118331,-1.6250681762,459.22,493,473.8296344086,452.0970537634,472.8845806452,13.3953092592,1853.6526881721,16,11577,9806,0
275434.04177109,469.944,473.2866666667,33.3333333333,-2.6124036483,-3.3673376951,-5.1737746012,-4.0757841568,-6.5265001373,430,490,473.2487096774,451.0406021505,470.4710752688,13.2744205957,1854.076344086,16,6992,11577,1
293717.02774339,460.124,465.4366666667,33.3333333333,-2.1026941113,-3.1413608949,-1.7318960298,-1.7853099566,2.9558802242,440.41,485.2,470.8165591398,449.6827526882,469.044688172,13.2254661068,1854.8666666667,16,8579,6992,1
307561.66280749,449.284,458.1033333333,41.6666666667,-2.2841042862,-1.0126914852,-0.8085659215,2.0504011864,1.1449221486,448,484.61,469.2108817204,448.9777419355,468.0529032258,13.1603383817,1855.9946236559,16,12312,8579,1
318319.02762929,445.75,449.2116666667,50,-0.7722427124,-0.5590363464,1.4301182505,0.6672372637,0.1895523788,449,480,468.2058064516,448.3496774194,467.1417634409,13.1156467764,1857.4801075269,16,10689,12312,1
327875.06551546,446.144,448.2866666667,50,0.0856550979,1.7386939067,1.3329651343,1.4269866271,2.6644208755,460.97,438.05,467.2910537634,448.6928387097,467.0254193548,13.0363113085,1858.9204301075,16,14043,10689,0
319605.17409818,451.044,447.5366666667,50,1.1082540986,0.6463475672,0.4801560401,0.6254578707,-1.413505134,452,451.07,467.1610537634,448.8215268817,466.5303870968,12.925362697,1860.1510752688,16,10902,14043,0
312173.54761857,450.264,449.0366666667,50,-0.1768919571,-0.5073454835,-0.7396447709,-2.4416775941,-3.4698500542,439,429.95,466.4910752688,448.0473978495,465.0020215054,12.7854662036,1861.4,15,8244,10902,0
307019.13982418,448.272,448.2266666667,50,-0.4496600401,-0.6094631449,-1.7007578183,-1.8443841605,-0.2189182668,435.88,424,464.9542150538,447.1476989247,463.4375913979,12.5856057547,1862.6672043011,15,5670,8244,0
298831.05702941,445.102,445.7266666667,41.6666666667,-0.719020564,-1.5648809239,-1.6153395205,-0.6880842536,-1.1572502405,431.64,432.02,463.2419354839,445.9570752688,461.5784516129,12.5464761607,1863.9838709678,15,6294,5670,0
290789.85861416,438.51,442.2533333333,33.3333333333,-1.4837281032,-1.5012838456,-0.8450951093,-1.1581835306,-1.1591168208,429,433.08,461.2864731183,444.4962365591,459.4657634409,12.6902384677,1864.5247311828,15,11801,6294,1
304038.20763706,435.61,438.7583333333,41.6666666667,-0.6484637341,0.0568828459,0.1488165502,0.8018499455,2.7628167117,441.47,447.97,459.232,443.4481505376,458.1873978495,12.7028892351,1865.7016129032,15,9286,11801,0
297711.55845339,435.348,435.9566666667,41.6666666667,-0.0597703168,-0.0199833293,0.3591056412,1.1182168721,-0.5263829675,439.6,444.51,458.0486451613,443.2141075269,456.7752903226,12.7296380001,1866.6715053764,15,9070,9286,1
305993.66960822,438.214,438.185,50,0.6438039728,1.0940675261,1.845128975,1.3862851067,3.2989531809,452.78,431,456.7567741935,443.0050752688,456.3444301075,12.9070530347,1867.6634408602,15,8791,9070,1
310124.0575112,442.692,441.0766666667,50,1.0083293334,1.5501908719,1.1459822586,1.9821648717,0.6653765625,457.7,429.55,456.3452688172,443.5761935484,456.0854408602,12.7564615708,1868.6365591398,13,11029,8791,0
301260.37176679,445.09,442.2433333333,41.6666666667,0.5525633423,0,0.1754609892,-1.3862851067,-3.4379467759,437.67,425,456.2273333333,442.6464086022,454.6351182796,12.5287237812,1869.5096774194,13,7453,11029,1
305842.81321528,445.59,444.6583333333,41.6666666667,0.1133147507,0.2732391803,-0.7353321533,-1.4356865111,0.5665737536,442.48,420.27,454.6136989247,441.6499354839,453.3095268817,12.5327607102,1871.4919354839,13,6995,7453,0
299873.14154134,445.876,444.5116666667,33.3333333333,0.0652365401,-0.7431926201,-1.212715681,-0.1001001335,-0.7667740206,439.12,425.67,453.2788387097,440.5538064516,451.7248387097,12.5505871916,1873.3967741936,13,8319,6995,1
306272.12979091,444.602,445.8966666667,41.6666666667,-0.2836295405,-0.5208810663,0.4514741703,0.3939243786,1.5546227778,444.07,437.61,451.6894193548,439.8857419355,450.5349462366,12.4954323336,1874.5435483871,13,9361,8319,0
306272.12979091,442.724,444.835,41.6666666667,-0.416704853,0.3386056277,0.2626162524,0.7773113889,0,446.27,437.71,450.3702580645,439.5175483871,449.3719354839,12.4912320102,1874.3983870968,13,8940,9361,1
309939.21090056,444.186,443.4883333333,50,0.3295427927,0.2702850525,0.6159714103,0.1466457265,0.2932914529,447.55,449.79,449.2272688172,439.1999784946,448.4547311828,12.4475397761,1874.6774193548,13,8659,8940,1
312234.28441702,445.498,444.9983333333,58.3333333333,0.2943208931,0.5595946216,0.2279185695,0.3418778542,0.3904642555,449.07,429.6,448.3320860215,439.0218064516,447.8282580645,12.2664173349,1874.909139785,12,7194,8659,0
309735.54136165,447.056,445.7333333333,58.3333333333,0.3516901564,0.050957001,0.067942668,-0.0447317245,-0.4799277044,446.91,431.56,447.710688172,438.8907741935,447.1728172043,12.0412196291,1875.1048387097,12,5596,7194,1
314459.03075449,447.524,447.27,58.3333333333,0.1046584225,0.1308230281,0.0766668865,-0.0802317979,0.3194641086,448.34,430.61,447.059655914,438.615827957,446.687483871,11.9388044424,1875.7483870968,12,5717,5596,1
342669.11582089,456.124,454.4366666667,66.6666666667,1.8408707491,2.2277655731,2.8401993457,4.5002628708,8.6810616329,489,438.36,446.5765591398,438.7760860215,448.9446451613,11.9694492667,1875.4204301075,12,7676,5717,1
349781.01540779,465.458,462.4333333333,66.6666666667,1.9848632798,2.3834630359,3.337926616,4.8471578696,1.0132541064,493.98,444.02,448.8389247312,441.6136774194,451.5467526882,12.033207509,1876.1677419355,12,12042,7676,1
367220.05033309,481.644,476.2133333333,66.6666666667,3.3140325868,4.2625226596,5.5768755099,4.0247824484,7.0363107905,529.99,444.5,451.4485376344,444.8149032258,456.4780215054,12.0573084975,1877.2096774194,12,9387,12042,0
347600.48808719,497.016,488.665,66.6666666667,3.1739084921,3.887519588,2.2896722397,2.9278813063,-1.1805481779,523.75,445.01,456.3899784946,449.6710752688,460.922,12.1049890193,1878.6521505376,12,8606,9387,1
353129.00970296,513.036,502.2533333333,66.6666666667,3.2875479373,1.9391695134,2.2478079824,-0.1464434217,0.8876613345,528.44,444.52,460.8428387097,454.2510322581,465.5989462366,12.0981866974,1880.0430107527,11,7502,8606,1
372911.60487926,530.016,523.18,75,3.2018535128,3.7490033644,2.6532342224,4.5701254225,8.2525895104,573.5,441.44,465.5298709677,459.5090537634,473.1523655914,11.9324615802,1881.3822580645,11,5270,7502,1
384545.32476516,547.596,538.66,75,3.2753842073,2.3351525615,3.507052808,4.8167485448,1.3809075791,581.87,447.14,473.0674623656,467.0588172043,480.9896989247,11.9283391141,1882.9935483871,11,5711,5270,0
364740.06697936,556.138,551.78,75,1.5500776191,2.2327340684,2.6810916463,-0.1046572857,-1.5902221505,572.7,487.11,480.9153978495,473.3713548387,487.970516129,11.9481241817,1884.9522580645,11,7820,5711,1
373720.61843732,567.516,560.225,75,2.0622546191,2.3559029403,0.3903407503,-0.1049426642,1.3803368222,580.66,492.65,487.9079569892,480.2787956989,495.158,12.0245992077,1886.7889247312,11,9591,7820,0
365610.30039548,576.302,568.325,66.6666666667,1.5971273079,-0.0667382427,-0.5492868499,-0.0288191996,-1.4379752215,572.37,518.55,495.1071827957,486.6669892473,501.5143870968,12.0439817348,1889.1137634409,11,10016,9591,1
388113.24393088,585.722,583.7516666667,75,1.5775183364,1.6266710257,2.6989687511,3.3582847156,8.1545446526,621,515.4,501.4699569892,493.3288817204,510.7407311828,12.0418021048,1891.5649462366,11,10979,10016,1
397809.9514054,594.906,592.735,75,1.5191480701,2.2964906252,2.6018752262,4.62180045,1.0890562474,627.8,527.09,510.702688172,502.437483871,520.0355698925,11.9034413861,1893.9225806452,11,9157,10979,1
421959.9308634,606.564,600.92,75,1.9385599031,2.0781156733,3.2501459716,0.7979466311,0.5068370147,630.99,565.58,520.0042365591,511.6812903226,529.1774408602,11.8176128677,1896.1861290323,11,5933,9157,1
442047.2065863,622.676,615.6733333333,75,2.598424518,3.6075244529,2.091851053,2.5932484558,4.6796598968,662,550.22,529.1528172043,520.1960215054,539.8900860215,11.7484917507,1898.3647311828,11,5865,5933,1
455620.0156744,642.23,630.5866666667,75,3.1540202075,1.9038890962,2.1755000458,3.0098315613,1.3400032258,668.9,563.45,539.9171182796,530.6792903226,550.7003225806,11.8604822488,1900.4578494624,11,8602,5865,0
438244.4476223,646.148,641.9566666667,75,0.6211708951,0.504199557,0.5033204044,-1.5848493418,-4.5097019093,640.55,560.05,550.6470107527,538.8989892473,559.1049677419,11.8707171472,1902.6907526882,11,11589,8602,1
448969.2604381,652.884,648.7033333333,75,1.0451620875,1.1797433557,0.0131045086,-0.6503448499,3.2090122094,661.46,568.56,559.0467526882,547.845655914,568.4109247312,11.8798535403,1905.6387096774,11,10808,11589,0
442517.07655256,656.118,651.93,66.6666666667,0.5060708916,-0.5373263597,-1.1631028881,0.5101966225,-2.1886189645,647.16,611,568.3462580645,556.8023870968,576.2909247312,11.8355289018,1909.1205376344,11,9597,10808,1
448266.38128055,655.3,656.2866666667,66.6666666667,-0.1240949102,-0.4901194442,0.8497413775,-0.3298940384,1.5288308876,657.13,618.53,576.2232688172,564.5550537634,584.3686451613,11.6538733952,1912.4410752688,11,7651,9597,1
450867.23167635,652.872,655.75,75,-0.3656342891,0.6703826159,-0.1758272486,0.8305686094,0.1323063312,658,613.03,584.3011612903,572.9019784946,592.0305806452,11.4552757595,1915.5960215054,11,6180,7651,0
444068.96476227,654.52,652.1983333333,66.6666666667,0.2556222851,-0.482725196,0.0859060602,-0.6355563535,-1.4034190382,648.83,649.61,591.9673763441,580.0293548387,598.658688172,11.3731449112,1918.6525806452,11,6896,6180,0
438159.3718452,651.934,653.525,66.6666666667,-0.3948129399,0.0536385662,-0.4380922075,-0.7232914769,-0.0431639156,648.55,621.86,598.6006451613,586.9104086022,604.8527311828,11.4159674032,1921.5602150538,11,8724,6896,0
427729.7478798,646.602,646.695,58.3333333333,-0.8413590898,-1.4339065842,-1.955977556,-2.2322568149,-4.4213497142,623.81,639.69,604.8048172043,591.5627526882,608.7886021505,11.3728016814,1923.8829032258,11,9836,8724,0
402907.2580381,628.996,633.685,50,-2.8765140481,-3.6287191429,-4.3704858445,-6.5341468089,-8.6469439036,569.98,647.16,608.9593548387,591.6270537634,609.0255483871,11.410720043,1925.2244086022,11,9187,9836,1
421577.8713371,615.796,622.83,50,-2.1139659288,-2.2916026515,-3.0410822301,-2.350948488,3.9450469275,592,635.88,609.2510322581,592.273311828,610.4603870968,11.4551476463,1926.8266666667,11,14202,9187,0
405009.8996872,599.346,607.5933333333,41.6666666667,-2.7110490488,-3.3780203321,-3.0302438714,-0.2218938553,-4.3888346381,566.58,651.7,610.6819354839,591.0631397849,609.9412473118,11.3525846117,1928.3203225807,13,16836,14202,1
413817.59888612,587.346,597.5466666667,41.6666666667,-1.9415443386,-1.3215929947,1.1201906416,-0.2922375013,3.8043596355,592,639.93,610.1547096774,590.5358494624,610.5802150538,11.2164765088,1929.6666666667,13,7230,16836,0
403049.77171802,580.628,587.2733333333,41.6666666667,-1.113082371,0.7703830122,-0.2878382929,1.7626598797,-0.2790398762,587,642.45,611.0087526882,591.706172043,610.8096344086,11.2016274369,1930.9302150538,13,7706,7230,1
409638.08059957,588.104,584.9366666667,41.6666666667,1.2723117228,0.6041279216,2.2684487748,1.5004933445,3.2800265651,606.48,615,611.2295698925,592.4521935484,612.0051827957,11.239374034,1932.3835483871,13,13319,7706,1
416382.98243939,591.104,591.2533333333,50,0.5004431235,1.7227625639,1.0288968734,1.6828652481,0.0857039311,607.99,550,612.4105376344,594.1907311828,612.8911182796,11.2862845455,1934.6933333333,13,13773,13319,0
411744.83948902,596.468,591.4866666667,41.6666666667,0.9250083871,0.205170575,0.3665740587,-1.0901521946,-2.2660083203,593.41,563,613.3457634409,594.9497849462,612.5584301075,11.3560353687,1936.939139785,13,13276,13773,0
405034.85999478,596.362,595.06,33.3333333333,-0.0180184787,0.0472368707,-1.0303596941,-1.5883915067,-0.9107746931,590,538.38,612.9970107527,594.7893548387,611.6541290323,11.3366417212,1939.3787096774,13,11783,13276,1
407984.05025244,597.238,595.5166666667,41.6666666667,0.148702094,-0.6341290238,-0.8740733422,-0.1781058531,0.5545629869,591.33,552.11,612.2037204301,594.3951612903,610.7585591398,11.1839621539,1941.6472688172,12,9156,11783,1
411841.03928457,596.01,597.755,50,-0.2035118072,-0.2758157418,0.3875817844,1.0367600231,1.5189570593,600.34,582.01,611.2897419355,594.3176344086,610.3150322581,11.0587240897,1943.7561075269,12,5050,9156,0
406545.0943015,592.254,594.7116666667,50,-0.6285552696,-0.2191920069,0.0113355552,-0.2602781606,-2.0395133806,588.22,580,610.8251397849,593.6163010753,608.9249032258,10.9731111123,1944.976516129,12,4948,5050,0
400042.94918731,588.098,588.9816666667,50,-0.7129277481,-0.6634660119,-1.0694756781,-2.3636920469,-2.6878707131,574,599.9,609.4138924731,592.2356989247,606.3997634409,11.0032859866,1945.4474623656,12,6539,4948,0
391149.49221455,582.574,583.4816666667,41.6666666667,-0.9622029293,-1.3413944083,-2.2948448975,-2.422510656,-2.1571505988,560.4,590,606.9566666667,589.6195913979,603.0889892473,11.0234126861,1946.222172043,12,6735,6539,1
395824.37114289,580.314,582.1433333333,50,-0.3859145756,-0.8621324844,-0.4696721856,0.6394270781,3.436004755,580.09,580.51,603.6209462366,587.2048387097,601.0882795699,11.0328199703,1946.847311828,12,6986,6735,1
405007.70269312,580.244,583.5933333333,50,-0.0116634595,0.4952990207,1.5563555987,3.4131086974,3.3902126398,599.99,580,601.6017204301,585.8589462366,600.3622150538,10.9744667545,1947.5971827957,12,6040,6986,0
401923.01321425,580.512,581.7966666667,50,0.0455093677,0.7288543879,1.6908560502,0.8182816978,-1.7536492442,591.46,587.82,600.8504731183,585.4942365591,598.9216774194,10.8955555684,1948.2545806452,13,12003,6040,1
403516.34501394,585.966,583.7416666667,50,0.9304796925,1.7023872653,1.1245147688,-0.0083341668,1.7369809107,599.86,580.46,599.5073333333,585.0660645161,598.1106236559,10.7553285145,1948.8388602151,13,9591,12003,1
419032.47105044,602.108,595.1566666667,50,2.691004692,2.5047546762,2.2096020217,4.1912276547,6.6454743987,640,572.1,598.6650752688,584.9766021505,600.0043225806,10.7552721891,1949.3898064516,13,5657,9591,0
409534.73128748,613.76,608.1316666667,50,1.9143838822,1.5454266928,2.6451186718,3.0991875523,-0.4470992941,638.25,554.45,600.4579569892,587.6617419355,601.6848817204,10.8469249934,1950.7289247312,13,8654,5657,1
414840.28401516,623.862,619.8833333333,58.3333333333,1.6165661908,2.4591200496,2.6998330959,0.7270124445,1.9011241831,650.49,557.2,602.1116989247,590.3050107527,604.1401505376,11.0233625511,1952.1019139785,13,7459,8654,0
409870.37222535,635.148,627.55,50,1.8281505564,1.8509429678,0.2527658241,0.6026983833,-0.6957274166,648.48,574,604.5395053763,592.9455483871,606.3275053763,11.0226720105,1954.0050107527,13,9589,7459,0
401131.325802,640.97,634.1233333333,41.6666666667,0.9476990325,-0.476744809,-0.4866266474,-1.6805020626,-2.6652767086,628.81,589.56,606.8623870968,594.1583870968,607.4706666667,10.9958051752,1955.6693978495,13,8270,9589,1
402961.90566186,638.748,639.1416666667,50,-0.3496245935,-0.3252559184,-1.0673826189,-1.2532102201,0.1588562685,630.9,589.56,607.9601505376,595.8302795699,608.7032688172,10.8223866088,1957.2264731183,12,6517,8270,1
406296.84920345,637.212,637.385,58.3333333333,-0.2421176776,-0.7779281428,-0.8053283849,0.124645777,0.0904352854,633.87,595.51,609.218,597.5136989247,610.040344086,10.7213105884,1958.703655914,12,5000,6517,0
399187.77130834,631.53,634.6916666667,58.3333333333,-0.8931304229,-0.9424811745,-0.3682159965,-0.631752129,-1.3539395434,622.09,638,610.7331827957,598.6067956989,610.866,10.7018961705,1959.8240645161,12,4717,5000,1
401862.94460433,627.128,630.2716666667,58.3333333333,-0.6933141443,-0.2003235032,-0.3200500937,-0.5252927833,0.3033539768,623.98,638,611.5169462366,600.0067311828,611.8889462366,10.7938785657,1960.2202795699,12,7837,4717,0
399559.18900984,625.722,626.2683333333,50,-0.2247879327,-0.320698983,-0.4577437392,-0.009645837,-0.3226456509,621.96,638.79,612.498,601.5989462366,612.8553763441,10.8602094699,1961.0277849462,12,7449,7837,0
393223.47700887,623.096,624.2466666667,50,-0.421230292,-0.5491466864,-0.2808824007,-0.5730005894,-0.823355528,616.87,616.3,613.4218924731,602.5393763441,613.5505376344,10.87716143,1961.185827957,12,6492,7449,1
399318.01068435,623.982,625.08,50,0.1400165331,0.5135055522,0.5835560773,1.0366569414,2.8966694108,634.99,623.23,614.0751827957,603.9128172043,615.4835053763,10.8895666439,1961.6347311828,12,7383,6492,1
403112.26823194,627.184,626.335,50,0.5082046814,0.5594173575,0.8534383603,1.6918353045,0.4870011982,637.9,622.86,615.9656344086,606.2727956989,617.5852903226,10.7655967553,1962.0438494624,10,6504,7383,0
398953.47710685,628.564,627.8,50,0.2199470711,0.3555952516,0.7485788448,-0.3254664382,-1.1379340745,630.88,612.9,618.0197849462,608.2951397849,619.0728817204,10.6682725406,1962.3841505376,10,6696,6504,0
395126.05258095,628.404,627.3316666667,41.6666666667,-0.0257412716,0.1736622925,-0.734006747,-1.3445107196,-1.5510873646,621.15,616.89,619.4749677419,609.5850322581,619.8504086022,10.7079344415,1963.215311828,10,5507,6696,1
398661.8006515,629.61,627.4866666667,50,0.1945537495,-0.4809751658,-0.8036339538,-0.6364838935,0.2781195777,622.9,618.71,620.2187956989,610.6578064516,620.6221505376,10.7786326387,1963.7771182796,10,6334,5507,0
393312.86769843,625.982,627.485,50,-0.5796581022,-0.8463229273,-0.7491192116,-0.348135135,-0.9743898477,617.39,607.9,620.958172043,611.2007311828,620.930344086,10.8731670406,1964.7050537634,10,7254,6334,1
398215.01027743,622.802,625.3516666667,50,-0.5046685282,-0.3463521416,0.055226266,-0.0562203898,0.8619490681,626.3,613.46,621.2756129032,611.6827956989,621.5186451613,10.9915470732,1964.1797634409,10,7753,7254,1
